Geography,Gender,Age,Tenure,Balance,HasCrCard,EstimatedSalary,CreditScore,IsActiveMember,NumOfProducts,Churn
Germany,Female,30.0,4,79871.02,1,129826.89,627,0,2,0
France,Male,35.0,10,104088.59,0,119666.0,516,0,2,0
France,Female,38.0,2,168190.33,1,68052.08,800,0,2,0
Germany,Female,42.0,3,85679.25,1,164104.74,464,1,1,0
France,Female,35.0,3,0.0,0,80190.36,626,0,1,0
France,Female,31.0,9,0.0,1,84126.75,790,0,2,0
France,Female,34.0,7,121551.58,1,70179.0,534,1,2,0
France,Male,46.0,2,122220.19,1,118024.1,745,1,1,0
Spain,Male,47.0,3,116528.15,0,145704.19,553,0,1,1
France,Female,26.0,1,77780.29,0,183049.41,748,1,1,0
France,Male,37.0,2,0.0,0,120906.83,722,0,1,0
France,Male,40.0,4,125832.2,1,100433.83,501,1,1,0
France,Female,38.0,6,68065.8,0,138777.0,675,0,1,1
Spain,Female,47.0,6,127299.34,1,124694.99,778,0,2,0
Germany,Female,38.0,7,174937.64,1,40084.32,494,0,1,0
France,Male,40.0,9,0.0,0,119232.33,850,1,2,0
Spain,Male,31.0,7,110071.1,0,43921.36,592,0,1,0
Spain,Female,44.0,3,139432.37,1,62222.81,590,0,1,0
France,Female,39.0,6,127357.76,0,56577.0,758,1,1,0
France,Male,36.0,5,0.0,1,164253.35,506,0,2,0
France,Male,33.0,3,0.0,1,7666.73,733,1,1,0
France,Male,38.0,3,0.0,1,68487.51,711,0,2,0
Germany,Male,43.0,1,95556.31,0,199273.98,514,1,1,1
Spain,Male,37.0,8,0.0,1,186062.36,637,1,1,0
Germany,Male,29.0,1,111681.98,1,195711.16,468,1,2,0
France,Male,39.0,3,0.0,1,36692.17,539,0,2,0
Spain,Female,25.0,3,108738.71,1,106920.57,509,0,2,0
France,Female,32.0,4,133950.37,1,48725.68,662,1,1,1
Spain,Male,26.0,4,0.0,1,167036.94,818,1,2,0
France,Male,33.0,9,89968.69,1,68777.26,608,0,1,0
Spain,Female,32.0,9,0.0,1,18924.92,850,1,2,0
Germany,Female,38.0,5,130878.75,1,71905.77,816,0,3,1
France,Male,35.0,8,0.0,1,64833.28,536,0,2,0
France,Male,35.0,3,0.0,1,184843.77,753,1,2,0
Spain,Male,27.0,10,134169.62,1,176730.02,631,1,1,0
France,Male,37.0,1,149762.08,1,20629.4,703,0,1,1
France,Male,26.0,2,93844.69,1,28415.36,774,0,1,0
France,Male,28.0,8,0.0,1,77231.27,785,0,2,0
France,Female,33.0,1,0.0,1,102750.7,571,0,2,0
Germany,Male,46.0,6,141078.37,0,34580.8,621,0,1,1
Germany,Female,31.0,1,117992.59,1,183598.77,605,1,1,0
France,Female,40.0,8,100812.33,1,147358.27,611,0,2,0
France,Male,38.0,7,0.0,1,108469.2,569,1,1,0
France,Male,29.0,4,80262.6,1,20612.82,658,1,1,0
Spain,Male,34.0,6,156478.62,0,181196.76,788,1,1,0
France,Female,23.0,5,0.0,1,160249.1,525,0,2,0
France,Male,37.0,8,0.0,0,110783.28,798,0,3,0
Germany,Male,37.0,9,115217.99,1,144995.33,486,0,2,0
Spain,Male,61.0,9,0.0,1,150227.85,615,0,2,1
France,Female,35.0,0,155470.55,1,53718.28,730,1,1,0
France,Male,37.0,7,0.0,1,75248.3,641,0,2,0
France,Male,39.0,3,135096.77,1,14353.43,542,1,1,1
France,Male,30.0,2,0.0,0,130486.57,692,1,2,0
Germany,Female,55.0,9,180075.22,1,100127.71,714,1,1,0
Spain,Male,29.0,1,97541.24,1,196356.17,591,1,1,0
France,Female,41.0,2,156067.05,1,9983.88,710,1,1,0
France,Female,38.0,4,81550.94,0,118974.77,639,1,2,0
France,Female,47.0,6,0.0,0,194998.34,531,0,1,1
France,Female,38.0,2,170061.92,0,134901.34,673,0,2,1
Germany,Male,36.0,8,92310.54,1,72924.56,765,1,2,0
France,Female,32.0,6,169089.38,1,101057.95,622,0,2,0
France,Male,40.0,5,80613.93,1,142838.64,806,1,1,0
Germany,Male,26.0,8,121581.56,1,127059.04,757,1,2,0
France,Female,58.0,8,0.0,0,116503.92,570,1,1,1
Spain,Male,32.0,4,0.0,1,54405.79,555,1,2,0
France,Male,54.0,5,0.0,1,88721.84,692,1,2,0
France,Male,60.0,5,85891.55,1,74135.48,774,0,1,1
Spain,Male,44.0,9,77637.35,1,111346.22,638,1,2,0
Spain,Female,41.0,4,0.0,0,194902.16,543,0,1,0
France,Male,31.0,5,0.0,1,31474.27,584,0,2,0
Germany,Male,30.0,7,116927.89,1,21198.39,691,0,1,0
Germany,Female,40.0,6,137326.65,1,186976.6,684,0,1,0
France,Male,22.0,5,0.0,1,117202.19,733,1,2,0
Spain,Female,37.0,2,0.0,1,143739.29,599,1,2,0
Germany,Female,31.0,10,67238.98,1,161811.23,524,1,2,0
Germany,Female,38.0,6,86569.76,1,98090.91,632,0,2,0
Spain,Male,34.0,5,0.0,0,71095.41,735,0,2,0
France,Male,34.0,6,133598.4,1,13107.24,734,1,1,0
France,Female,51.0,3,136188.78,1,67110.59,605,1,1,1
Spain,Male,38.0,9,0.0,1,88225.02,793,0,2,0
France,Female,56.0,10,0.0,0,62256.87,468,1,3,1
Germany,Male,37.0,7,120092.52,1,135925.72,779,0,2,0
France,Male,48.0,4,101238.24,0,177815.87,698,1,2,1
France,Male,58.0,6,89685.92,0,126471.13,707,1,1,0
France,Female,35.0,1,211774.31,1,188574.12,850,0,1,1
France,Male,56.0,7,131317.48,1,119175.45,850,1,1,0
Spain,Male,37.0,5,93722.73,1,139093.73,527,1,2,0
Germany,Male,32.0,8,101160.99,1,115916.55,696,1,1,0
France,Male,48.0,3,120320.54,0,96463.25,661,0,1,0
France,Female,31.0,2,0.0,1,112349.51,776,1,2,0
France,Male,43.0,2,0.0,1,165303.79,701,1,2,0
France,Male,26.0,8,0.0,1,166031.08,610,0,2,0
Germany,Female,48.0,3,152827.99,1,38411.79,572,0,1,1
France,Male,30.0,1,64097.75,1,77783.35,673,1,1,0
Spain,Female,57.0,2,119035.35,1,29871.79,519,1,2,0
Spain,Female,26.0,4,135219.57,0,59747.63,702,1,1,0
France,Male,32.0,6,93694.42,1,79919.13,729,1,1,0
Spain,Male,35.0,10,59408.63,1,76773.53,543,0,1,0
France,Female,40.0,7,114354.95,1,54018.93,550,0,1,0
France,Male,59.0,1,0.0,1,70649.64,608,0,1,1
Germany,Male,35.0,10,128173.9,1,59093.39,639,0,2,0
Spain,Male,34.0,9,0.0,1,127569.8,686,0,2,0
Germany,Female,62.0,5,114931.35,0,18260.98,564,1,3,1
Germany,Female,28.0,1,111071.36,1,73275.96,745,0,1,1
France,Male,37.0,8,151226.18,1,136129.49,833,1,2,0
France,Male,26.0,9,0.0,1,153237.59,622,1,2,0
France,Female,42.0,4,64740.12,1,106841.12,597,1,1,0
Spain,Male,51.0,0,169312.13,1,109078.35,721,0,1,1
France,Female,49.0,7,0.0,0,87822.14,504,1,3,1
Spain,Female,44.0,2,112652.08,1,126644.98,842,0,2,0
France,Male,38.0,0,0.0,1,47414.15,587,0,2,0
Germany,Female,30.0,7,143964.36,1,41879.99,479,0,2,0
France,Male,49.0,7,122451.46,1,75808.1,508,1,2,0
France,Male,24.0,1,0.0,1,47911.03,749,1,3,0
Germany,Female,36.0,3,65253.07,1,28737.78,721,0,2,0
Germany,Male,47.0,6,106901.94,1,2079.2,674,1,1,1
Spain,Female,25.0,10,128509.63,1,121562.33,685,0,1,0
France,Male,34.0,7,0.0,1,55003.79,417,0,2,0
Germany,Male,33.0,3,129834.67,1,193131.42,574,0,1,0
Spain,Female,51.0,3,154962.99,0,191932.27,590,1,3,1
Germany,Male,40.0,5,138241.9,1,159418.1,587,0,2,0
Germany,Male,41.0,3,91536.93,1,191468.78,598,0,1,1
Spain,Male,53.0,3,0.0,1,38913.68,741,1,2,0
Spain,Female,70.0,5,0.0,1,705.18,850,1,1,0
Germany,Female,29.0,7,105204.01,0,138490.03,584,1,1,0
Spain,Male,61.0,1,152968.73,0,82970.69,650,1,1,0
Spain,Male,36.0,8,158261.68,1,76744.72,607,1,1,0
France,Female,46.0,1,0.0,1,71244.59,509,0,1,1
Spain,Female,38.0,6,121021.05,1,12182.15,689,1,1,0
France,Male,36.0,4,0.0,1,141210.5,543,1,2,0
Spain,Female,54.0,2,0.0,0,191763.07,438,0,1,1
Spain,Female,63.0,1,137715.66,1,37938.74,687,1,1,0
Germany,Male,31.0,5,121192.22,1,74890.58,737,1,2,0
France,Male,31.0,7,0.0,1,166698.18,761,1,3,0
France,Male,44.0,1,100486.18,1,62678.53,601,1,2,0
France,Male,45.0,1,0.0,1,67740.08,651,0,1,1
France,Male,35.0,9,92566.53,1,161519.77,745,0,2,0
Spain,Female,49.0,10,0.0,1,159835.78,648,1,2,1
Spain,Male,40.0,3,110929.96,1,30876.84,848,1,1,0
France,Female,27.0,8,0.0,1,14858.1,546,1,2,0
Spain,Female,32.0,3,138901.61,1,75685.97,439,0,1,0
France,Male,30.0,4,123217.66,0,144183.1,755,1,2,0
France,Female,41.0,6,0.0,1,65170.66,593,0,1,0
France,Male,39.0,2,0.0,1,82526.92,701,1,2,0
Spain,Male,36.0,8,0.0,1,169161.46,701,0,2,0
Spain,Female,33.0,2,108431.87,0,109291.39,607,1,2,1
Spain,Female,57.0,3,0.0,0,6057.81,586,1,2,0
Germany,Female,30.0,9,72392.41,1,77077.14,547,0,1,0
Germany,Female,51.0,1,119741.77,0,54954.51,647,0,2,1
France,Female,51.0,2,100946.71,0,179614.8,760,0,1,1
Spain,Male,53.0,9,170491.84,1,35588.07,621,0,1,1
France,Male,44.0,5,0.0,1,117356.14,725,1,1,0
France,Male,36.0,1,0.0,1,160696.72,526,0,1,0
Spain,Female,47.0,6,157296.02,0,147278.43,519,0,2,1
Germany,Female,38.0,7,144606.22,1,56594.36,713,1,1,1
France,Male,38.0,8,134811.3,1,1299.75,700,0,1,0
France,Female,34.0,9,115897.12,1,25095.03,666,1,1,0
Spain,Male,32.0,4,82034.0,0,146326.45,630,0,1,0
Spain,Female,26.0,4,174318.13,0,38296.21,779,1,2,0
Germany,Female,41.0,2,114206.84,1,164061.6,611,0,1,0
Spain,Male,43.0,9,0.0,1,107811.28,685,0,2,0
Germany,Male,39.0,9,111574.41,1,30838.51,646,1,1,0
Germany,Female,57.0,5,162448.69,0,9221.78,683,0,1,1
Germany,Female,34.0,4,148249.54,0,33738.27,484,1,1,0
France,Female,43.0,8,0.0,0,110916.15,601,1,3,1
Spain,Female,26.0,7,123709.46,1,169654.57,762,1,2,0
France,Female,72.0,9,0.0,0,69829.4,687,1,1,0
France,Male,30.0,5,0.0,1,54926.51,566,0,1,1
France,Male,37.0,10,150525.8,1,94728.49,702,1,1,0
France,Male,29.0,9,0.0,1,80393.27,601,1,1,0
France,Male,53.0,4,0.0,0,111307.98,699,1,2,0
France,Male,28.0,10,0.0,1,19834.32,584,0,2,0
France,Male,35.0,5,0.0,1,78397.24,699,1,2,0
Germany,Female,51.0,2,111018.98,1,86410.28,698,0,1,0
France,Male,30.0,10,129755.99,0,172749.65,495,0,1,0
France,Female,27.0,6,0.0,1,1002.39,650,0,2,0
France,Female,64.0,2,129555.7,1,13601.79,605,1,1,0
Spain,Male,38.0,1,87202.38,1,77866.91,667,1,1,0
Germany,Male,26.0,8,146133.39,1,175296.76,688,1,1,0
Spain,Female,31.0,0,0.0,1,121751.04,727,0,1,1
Spain,Male,39.0,6,170184.99,1,89593.26,754,0,2,0
Germany,Female,62.0,8,140745.33,1,193437.89,612,0,1,1
Spain,Male,42.0,7,139070.51,1,86945.0,546,1,1,0
Spain,Female,37.0,8,0.0,1,183318.79,673,1,2,0
France,Male,35.0,9,114193.24,1,71154.1,593,0,1,0
Spain,Female,40.0,10,167878.5,0,151887.16,656,1,1,0
Germany,Female,53.0,5,141616.55,1,75888.65,535,1,2,0
Germany,Male,36.0,3,145747.67,0,89566.74,678,1,2,0
Spain,Female,48.0,2,129120.64,0,26475.79,477,1,1,0
Spain,Male,35.0,7,110349.82,0,126355.8,850,0,1,0
France,Male,29.0,1,141325.56,1,93839.3,427,1,1,0
France,Male,49.0,2,78653.84,1,7698.6,752,0,1,0
France,Male,47.0,1,0.0,1,145593.85,649,1,2,0
Spain,Female,28.0,3,142253.65,1,45042.56,799,0,1,0
France,Female,61.0,1,0.0,1,61108.56,589,0,1,1
Germany,Female,54.0,6,115988.86,1,57553.98,583,0,1,1
Spain,Female,33.0,10,75592.43,1,62674.42,839,0,1,0
Germany,Male,44.0,3,164113.04,1,12120.79,540,1,2,0
France,Male,31.0,6,67996.23,0,50129.87,850,0,2,1
Spain,Female,51.0,5,0.0,1,55022.43,696,0,2,0
Spain,Female,33.0,1,0.0,0,117834.91,660,0,2,0
France,Male,48.0,1,138778.15,0,168840.23,682,1,1,0
France,Female,43.0,10,147832.15,0,24234.11,744,1,1,0
France,Female,36.0,4,135438.4,0,190627.01,785,0,1,0
Spain,Male,48.0,5,116060.08,1,156618.38,752,0,1,1
France,Female,29.0,5,112564.62,1,42334.38,706,0,1,0
France,Female,27.0,1,125406.58,1,110784.42,583,1,1,0
Germany,Female,39.0,5,135134.99,1,173683.0,660,0,1,1
France,Female,39.0,9,133102.92,1,27046.46,819,0,1,1
France,Female,34.0,8,42157.08,1,20598.59,673,0,1,1
France,Female,30.0,3,0.0,1,104991.28,752,1,2,0
France,Male,38.0,7,82259.29,1,8996.97,578,0,1,0
France,Female,36.0,4,0.0,1,64420.5,438,0,2,0
France,Male,38.0,6,0.0,1,145700.22,652,1,2,0
France,Female,49.0,4,0.0,1,196335.48,629,1,2,0
France,Male,52.0,7,0.0,1,14781.12,720,1,1,0
France,Male,42.0,3,150461.07,1,108139.23,668,0,1,0
Germany,Male,48.0,4,133994.52,1,19287.06,459,1,1,1
Spain,Male,31.0,8,164870.81,1,9567.39,729,1,2,0
Germany,Male,25.0,8,121702.73,1,132210.49,498,1,1,0
Spain,Male,25.0,6,193858.2,0,21600.11,549,1,1,0
Germany,Female,54.0,1,131039.97,1,199661.5,601,1,2,0
France,Male,64.0,9,113829.45,1,124341.49,544,1,1,0
France,Female,30.0,6,0.0,1,15766.1,751,0,2,0
Germany,Female,41.0,3,81877.38,1,33642.21,632,1,1,0
Spain,Male,57.0,8,116326.07,1,117704.65,694,1,1,0
France,Male,31.0,2,0.0,1,58803.28,678,1,2,0
France,Male,46.0,4,0.0,1,137537.22,695,1,2,0
France,Female,41.0,1,0.0,0,131300.68,661,1,2,0
France,Male,33.0,9,0.0,1,84174.81,661,1,2,0
France,Female,31.0,3,127070.73,0,160941.78,559,1,1,0
France,Male,29.0,3,0.0,1,143954.99,503,1,2,0
Spain,Male,46.0,3,122549.64,1,56297.85,695,1,1,0
France,Female,42.0,5,176099.13,1,8404.73,640,1,1,0
Germany,Female,48.0,3,122388.38,0,30020.09,624,0,2,0
France,Male,42.0,9,0.0,0,58137.42,667,1,2,0
France,Male,26.0,0,0.0,0,47472.68,642,0,1,0
Spain,Female,32.0,6,118879.35,1,19131.71,640,1,2,0
Spain,Male,35.0,5,0.0,1,187288.5,529,1,2,0
France,Female,39.0,5,0.0,1,17603.81,563,1,2,0
Spain,Female,38.0,4,88736.44,1,67020.03,593,0,2,0
Germany,Male,45.0,7,102703.62,0,147802.94,739,1,1,1
Spain,Female,70.0,1,0.0,1,41610.62,788,1,2,0
Spain,Female,38.0,3,0.0,1,44255.65,684,0,2,0
France,Male,55.0,5,97318.25,0,78416.14,482,1,1,0
Spain,Male,58.0,5,128468.69,0,137254.55,591,1,1,0
Germany,Female,41.0,4,133432.59,0,151303.48,651,1,1,0
Germany,Female,40.0,8,141782.57,0,86333.63,749,0,2,0
France,Male,24.0,9,135125.28,0,89801.9,583,0,1,0
Spain,Male,42.0,2,178820.91,0,29358.57,661,0,1,1
France,Female,31.0,2,112212.14,1,181600.72,715,1,2,0
Germany,Female,45.0,5,126674.81,1,124118.71,769,0,1,1
France,Female,51.0,7,136294.97,1,38867.46,625,0,1,1
France,Female,36.0,5,66392.64,1,31106.67,641,0,1,0
Germany,Male,27.0,1,122552.34,1,67611.36,716,0,2,0
France,Male,43.0,1,76408.85,1,77837.63,767,0,2,0
Germany,Male,36.0,8,145071.24,0,6078.46,745,0,1,0
France,Male,34.0,6,0.0,1,177896.92,589,1,2,0
France,Female,45.0,2,109730.22,1,123882.73,796,1,1,0
France,Male,57.0,6,0.0,1,15304.08,664,1,2,0
Spain,Male,62.0,1,64119.38,1,76569.64,445,1,1,1
Germany,Female,57.0,1,106138.33,1,120657.32,543,1,2,1
Spain,Male,36.0,2,0.0,1,16436.56,746,1,2,0
Germany,Male,33.0,0,181656.51,1,107667.91,742,1,1,0
France,Female,32.0,5,0.0,1,95611.47,750,0,2,0
France,Male,30.0,7,95128.86,0,19799.26,669,0,1,0
Spain,Female,49.0,2,126615.94,0,123214.74,594,1,2,0
Spain,Male,36.0,1,0.0,0,71709.12,574,1,2,0
Germany,Male,36.0,2,76190.48,1,149066.14,659,1,2,0
Germany,Male,40.0,5,168286.81,1,20451.99,750,0,3,1
Germany,Male,35.0,4,88109.81,1,32825.5,626,1,1,0
France,Male,42.0,4,0.0,1,6232.31,620,0,2,0
France,Female,35.0,8,0.0,0,10357.03,580,1,2,0
France,Female,34.0,3,123971.51,1,147794.63,686,0,2,0
France,Male,48.0,0,148116.48,0,116973.48,540,0,1,0
Germany,Male,35.0,6,116269.01,1,129964.94,634,0,1,0
Spain,Male,38.0,1,120599.21,1,92816.86,632,0,1,0
France,Female,41.0,3,144260.5,1,172114.67,501,0,1,0
Spain,Female,25.0,3,86605.5,1,16649.31,650,0,3,1
France,Male,34.0,9,0.0,1,144517.19,786,0,2,0
Germany,Female,37.0,4,58629.97,0,182038.6,554,0,1,0
Spain,Female,42.0,5,0.0,0,24210.56,701,0,2,0
France,Male,45.0,10,0.0,0,172175.9,474,0,2,0
France,Female,43.0,5,0.0,1,47578.45,621,1,1,0
Spain,Female,56.0,2,209767.31,1,150694.42,672,1,2,1
Spain,Female,42.0,6,129634.25,1,177683.02,459,1,2,1
France,Male,23.0,1,0.0,0,66088.83,669,0,2,0
France,Female,38.0,2,169824.46,1,169291.7,776,0,1,0
France,Male,36.0,3,97530.25,1,117140.41,694,1,1,0
France,Female,42.0,10,145988.65,1,79510.37,787,1,2,0
France,Male,37.0,9,0.0,0,77108.66,580,1,2,0
France,Female,25.0,7,0.0,1,9679.28,711,1,3,0
France,Female,40.0,5,137494.28,1,81753.92,673,0,1,0
France,Female,57.0,1,0.0,0,131372.38,499,0,1,1
France,Male,24.0,6,147360.0,1,25310.82,591,1,1,0
France,Female,25.0,10,0.0,0,187925.75,769,0,2,0
Spain,Male,31.0,3,125167.02,0,98820.39,657,0,1,0
Germany,Male,43.0,9,121152.05,1,64166.7,738,0,2,1
Germany,Female,60.0,7,128981.07,0,176924.21,545,1,1,1
France,Male,47.0,6,0.0,1,90055.08,497,1,1,0
Spain,Male,67.0,6,151858.98,1,72814.31,816,1,1,0
France,Male,36.0,2,114628.4,0,168290.06,525,1,1,0
France,Male,46.0,6,0.0,1,161767.38,725,0,2,0
France,Female,28.0,8,95059.02,1,44420.18,692,0,2,0
France,Female,24.0,7,128736.39,0,37147.61,618,1,1,0
France,Male,24.0,8,156325.38,1,125381.02,546,1,1,0
France,Male,29.0,7,105405.97,1,149853.89,635,1,1,0
France,Female,49.0,2,88915.37,0,161435.02,611,0,3,1
France,Male,60.0,8,0.0,1,102925.76,650,1,2,0
France,Male,40.0,5,0.0,1,70899.27,606,1,2,0
France,Male,18.0,2,160980.03,0,145936.28,844,0,1,0
Spain,Female,46.0,5,177619.71,1,54227.06,450,0,1,0
Spain,Male,38.0,2,62276.99,1,59280.79,727,1,1,0
Germany,Male,46.0,4,127559.97,1,126952.5,460,1,2,0
France,Male,41.0,0,0.0,0,130567.02,649,1,2,0
Germany,Female,47.0,9,95523.16,1,73294.48,758,0,1,0
France,Female,35.0,7,107749.03,1,3937.37,490,1,1,0
Germany,Male,37.0,2,110777.26,1,2383.59,815,0,2,0
Spain,Female,39.0,5,166733.92,1,14279.44,838,0,2,0
France,Male,31.0,9,157120.86,1,141300.53,803,0,2,0
Germany,Female,36.0,2,127160.78,1,78140.75,664,0,2,0
Spain,Female,28.0,2,0.0,1,117431.1,736,1,2,0
France,Female,37.0,9,156091.97,1,72008.61,633,0,1,0
France,Male,58.0,5,98668.18,1,60887.58,664,1,1,0
France,Female,43.0,5,134022.06,1,194764.83,600,0,1,0
France,Female,35.0,5,124151.09,1,88705.14,693,0,1,1
Germany,Female,36.0,6,77253.5,0,35817.97,663,0,1,1
Germany,Female,21.0,1,114292.48,1,31520.4,742,0,1,0
Germany,Male,43.0,2,140080.32,1,157908.19,710,1,3,1
Spain,Female,27.0,2,135277.96,1,142200.15,710,0,1,0
France,Female,82.0,2,0.0,0,182055.36,700,1,2,0
Germany,Male,60.0,9,115920.62,0,157552.08,720,0,2,1
Spain,Male,41.0,2,119782.72,0,120284.67,684,0,2,0
France,Female,63.0,1,114715.71,0,24506.95,531,1,1,1
Germany,Female,36.0,2,129748.54,0,47271.61,742,0,2,1
France,Male,31.0,4,129722.57,0,41176.6,717,0,1,0
France,Male,32.0,2,0.0,0,9468.64,589,1,2,0
France,Male,36.0,3,139180.2,0,123880.19,767,0,1,0
Germany,Male,49.0,6,113599.74,1,158887.09,636,0,2,1
France,Male,33.0,7,134944.0,1,117036.38,648,1,1,0
Germany,Female,58.0,7,116922.25,1,120415.61,622,0,1,1
Spain,Male,28.0,9,118945.09,0,16064.25,692,0,1,1
France,Male,28.0,8,0.0,1,52615.62,754,1,2,0
Spain,Female,35.0,8,119182.73,0,121210.09,679,0,1,0
France,Male,27.0,8,0.0,1,192247.35,639,0,2,0
France,Female,28.0,1,71264.02,0,68759.57,774,1,2,0
France,Male,41.0,2,0.0,0,75937.47,517,1,2,0
France,Female,35.0,8,0.0,0,84569.13,571,0,2,0
Germany,Male,58.0,7,116313.57,1,190696.35,747,1,1,1
Spain,Male,36.0,5,92140.15,0,67468.67,792,1,1,0
France,Male,26.0,1,0.0,1,104435.94,688,1,2,0
Germany,Male,42.0,2,177640.09,0,47166.55,714,1,1,0
Spain,Female,35.0,0,0.0,1,119899.52,562,0,2,0
Spain,Male,48.0,8,167997.6,1,173498.45,704,1,1,0
France,Male,36.0,2,82275.35,1,93249.26,698,1,2,0
France,Male,49.0,3,0.0,1,142917.54,611,1,2,0
Germany,Female,48.0,6,111962.99,1,111755.8,850,0,1,0
Germany,Female,34.0,1,131736.88,1,108543.21,743,1,1,0
France,Male,29.0,1,0.0,1,180345.44,654,0,1,0
Germany,Male,36.0,8,108239.11,0,99444.02,761,0,2,0
France,Female,46.0,9,98444.19,0,109563.28,702,1,1,0
Germany,Male,32.0,3,114540.38,1,92568.07,488,0,1,0
France,Female,35.0,6,187530.66,1,37976.36,683,1,2,0
Germany,Female,42.0,9,133636.16,0,103315.74,601,1,1,0
France,Male,52.0,7,0.0,1,173952.5,605,1,2,0
Germany,Female,44.0,0,84745.03,0,34673.98,671,1,2,0
Germany,Female,31.0,7,120599.38,1,46163.44,614,1,2,0
Spain,Female,29.0,9,0.0,0,140676.98,511,1,2,0
France,Male,39.0,4,127771.35,0,151738.54,850,1,2,0
Spain,Female,46.0,9,0.0,0,14679.81,790,0,1,1
France,Female,33.0,0,0.0,0,175544.02,793,0,1,0
France,Male,69.0,5,0.0,1,181964.6,628,1,2,0
Germany,Male,53.0,10,167772.96,1,136886.86,598,1,1,0
France,Female,37.0,6,95845.6,1,122218.23,657,0,1,0
France,Female,35.0,10,0.0,1,180439.75,618,0,2,0
Spain,Male,65.0,7,134714.7,0,190419.81,681,1,2,0
Spain,Female,33.0,3,0.0,1,58685.59,516,1,2,0
Germany,Male,28.0,8,122384.22,1,89017.38,421,1,3,1
France,Female,26.0,2,0.0,0,50051.42,700,0,2,0
France,Male,25.0,5,157993.15,1,146041.45,745,0,2,0
France,Male,29.0,8,0.0,1,191166.09,696,0,2,0
Germany,Female,42.0,2,123331.36,0,103516.08,580,0,1,1
Spain,Male,27.0,9,75263.16,1,164825.04,497,1,1,0
France,Female,43.0,6,137824.03,1,172557.77,720,0,2,0
Germany,Male,36.0,4,132578.92,1,84320.94,659,0,2,0
France,Female,36.0,5,156021.31,0,122662.98,841,0,1,0
Spain,Male,34.0,8,0.0,1,72085.1,642,0,1,0
Spain,Female,69.0,9,137453.43,0,110932.24,732,1,1,1
Spain,Male,36.0,4,0.0,1,143635.36,600,0,2,0
Germany,Male,33.0,8,164284.72,1,3710.34,464,1,2,0
France,Female,47.0,5,0.0,1,179843.33,680,1,2,0
Spain,Male,56.0,1,0.0,1,10643.38,758,1,2,0
Germany,Female,31.0,2,112373.49,1,131167.98,630,1,2,0
France,Female,39.0,10,0.0,1,10553.31,577,0,2,0
France,Female,34.0,6,0.0,1,130928.22,684,1,2,0
Spain,Female,41.0,5,0.0,0,157003.99,708,1,1,0
Germany,Female,29.0,1,154333.82,1,138527.56,732,1,1,0
Germany,Male,37.0,3,111432.77,1,167032.49,634,1,2,0
France,Female,30.0,6,0.0,0,41642.29,633,0,2,0
France,Male,34.0,2,137390.11,1,9677.0,559,0,2,0
Spain,Female,37.0,3,0.0,1,147012.22,694,1,2,0
Germany,Female,56.0,5,111642.08,1,80553.87,686,1,1,0
Spain,Female,48.0,3,0.0,0,30730.95,553,1,1,1
France,Male,36.0,4,83543.37,0,140134.43,507,0,1,0
Germany,Male,50.0,6,145338.76,0,91936.1,732,0,1,1
France,Female,31.0,1,186796.37,0,178252.63,818,0,1,0
Germany,Male,35.0,8,58641.43,0,198674.08,660,1,1,0
Spain,Female,41.0,5,0.0,1,28266.9,773,0,1,1
France,Male,44.0,3,137148.68,1,92381.01,640,0,1,0
France,Male,49.0,7,80001.23,0,135180.11,505,0,1,0
Germany,Male,21.0,6,86402.52,0,27330.59,714,0,2,0
France,Female,42.0,5,0.0,1,125305.34,468,0,2,0
Spain,Male,51.0,1,122874.74,1,149648.45,611,1,1,0
France,Male,25.0,0,97544.29,0,59887.15,705,1,1,0
Germany,Male,46.0,1,170826.55,1,45041.32,646,0,2,0
Germany,Female,48.0,1,97133.92,0,113316.77,667,0,2,1
Germany,Female,41.0,8,153895.65,1,39087.42,511,1,1,0
France,Female,43.0,6,0.0,1,7330.59,653,1,2,0
France,Female,57.0,8,0.0,0,95463.29,675,1,2,0
Spain,Male,32.0,4,0.0,1,167848.02,523,0,2,0
Germany,Female,49.0,5,134956.02,1,93953.84,567,0,1,1
Spain,Male,39.0,7,143637.58,0,174227.66,741,1,2,0
Spain,Male,32.0,9,147506.25,1,135399.21,456,1,1,0
France,Male,64.0,1,0.0,1,195635.3,598,0,2,1
France,Male,43.0,8,190227.46,1,97508.04,667,0,1,1
France,Female,32.0,2,172448.77,1,188083.77,548,0,1,1
France,Male,41.0,7,113980.21,1,116704.25,725,1,1,0
France,Male,53.0,6,0.0,0,97614.87,717,1,2,0
France,Male,38.0,4,0.0,0,186884.04,594,0,2,0
Germany,Female,25.0,10,76968.12,0,131501.72,678,1,2,0
France,Male,38.0,1,88293.13,1,24302.95,545,1,2,0
France,Female,48.0,1,170833.46,1,110510.28,636,0,1,1
Germany,Male,44.0,6,108122.39,1,108488.33,603,0,2,1
France,Male,36.0,4,0.0,1,197015.2,435,1,1,0
France,Female,40.0,8,0.0,1,27689.77,535,1,1,0
Germany,Female,45.0,7,129818.39,1,9217.55,629,0,3,1
France,Female,35.0,2,163943.89,1,15068.18,722,1,2,0
France,Male,28.0,7,0.0,1,7797.01,561,0,2,0
France,Female,38.0,5,101430.3,0,4400.32,645,1,2,0
France,Female,39.0,9,117301.66,0,182025.95,501,0,1,0
